data,system,example_id,source,target,SignCLIP-P-P,SignCLIP-P-T,SignCLIP-Suisse-P-P,SignCLIP-Suisse-P-T
signsuisse_test,sockeye,0,fra,fsl,95.49272155761719,78.28813171386719,104.04022216796875,87.92626953125
signsuisse_test,sockeye,1,ita,ise,71.44061279296875,73.81341552734375,84.78512573242188,79.68334197998047
signsuisse_test,sockeye,2,fra,fsl,85.16935729980469,69.73544311523438,91.93376159667969,81.45795440673828
signsuisse_test,sockeye,3,fra,fsl,102.95687866210938,73.87660217285156,106.85299682617188,84.8952407836914
signsuisse_test,sockeye,4,ita,ise,85.57012939453125,75.40213012695312,93.90746307373047,78.05229187011719
signsuisse_test,sockeye,5,ita,ise,94.12416076660156,74.05740356445312,93.44173431396484,82.59410858154297
signsuisse_test,sockeye,6,deu,sgg,84.54083251953125,66.94193267822266,87.09230041503906,78.42557525634766
signsuisse_test,sockeye,7,deu,sgg,94.93426513671875,70.70845031738281,101.24335479736328,83.78462982177734
signsuisse_test,sockeye,8,ita,ise,92.24681854248047,73.63406372070312,86.80081939697266,80.2770004272461
signsuisse_test,sockeye,9,deu,sgg,98.958251953125,73.48632049560547,98.918701171875,82.07807922363281
signsuisse_test,sockeye,10,deu,sgg,101.93400573730469,71.64064025878906,100.68382263183594,79.47681427001953
signsuisse_test,sockeye,11,fra,fsl,89.68721008300781,72.25611877441406,89.89934539794922,83.61726379394531
signsuisse_test,sockeye,12,ita,ise,79.89456939697266,68.8526840209961,87.8570327758789,76.63038635253906
signsuisse_test,sockeye,13,deu,sgg,83.24974822998047,74.56239318847656,82.89708709716797,77.44963073730469
signsuisse_test,sockeye,14,deu,sgg,111.13461303710938,71.8130111694336,100.36988830566406,83.65914916992188
signsuisse_test,sockeye,15,deu,sgg,83.19746398925781,72.5983657836914,83.78761291503906,75.39398193359375
signsuisse_test,sockeye,16,deu,sgg,97.3072509765625,75.34241485595703,91.10891723632812,81.94869232177734
signsuisse_test,sockeye,17,deu,sgg,86.39231872558594,67.6436538696289,87.77838134765625,76.00647735595703
signsuisse_test,sockeye,18,fra,fsl,95.61629486083984,69.76119995117188,104.153076171875,87.9355697631836
signsuisse_test,sockeye,19,ita,ise,97.0184326171875,72.102783203125,94.02388000488281,82.46369934082031
signsuisse_test,sockeye,20,fra,fsl,83.87068176269531,72.18253326416016,93.66642761230469,85.71774291992188
signsuisse_test,sockeye,21,ita,ise,91.58688354492188,73.52701568603516,87.54067993164062,73.45435333251953
signsuisse_test,sockeye,22,deu,sgg,86.85670471191406,67.1501693725586,95.72583770751953,82.40692138671875
signsuisse_test,sockeye,23,deu,sgg,95.50614166259766,71.0368423461914,92.29061889648438,79.30431365966797
signsuisse_test,sockeye,24,deu,sgg,96.82459259033203,69.00162506103516,100.34196472167969,80.44418334960938
signsuisse_test,sockeye,25,deu,sgg,98.2573471069336,69.00704193115234,92.35053253173828,82.26406860351562
signsuisse_test,sockeye,26,deu,sgg,84.53265380859375,67.55467987060547,82.35948181152344,74.84989929199219
signsuisse_test,sockeye,27,deu,sgg,89.3506088256836,68.56793975830078,83.06664276123047,75.06257629394531
signsuisse_test,sockeye,28,ita,ise,76.83429718017578,70.47662353515625,89.10050201416016,77.5606460571289
