sentence_id,sign_mt,sockeye
0,1.3709315779295088,1.5060916683106629
1,0.8830009604069586,0.9158244585757291
2,2.0774896846727664,2.4484525737370038
3,1.6539414172300895,1.6063531752433924
4,1.1693767747953565,1.133613382345327
5,0.7219036639883337,0.6625702958042993
6,0.8283388255902899,0.9317337377035022
7,0.7449215115841333,0.8175837099819347
8,0.8270316173293611,0.746625975053244
9,1.2162271819770842,0.8846911523167991
10,1.0130899606426556,0.9334731924934527
11,1.2847389085490035,1.5196657764702493
12,1.4072896561785302,1.3577510077624109
13,1.6655002826462126,1.446625168466116
14,1.0948382890163502,1.2912788035891503
15,1.5844368714036345,1.411282286166817
16,1.5197042065845159,1.0003322806110515
17,0.8374253664412556,1.2647405110285548
18,1.2404539053233514,1.1659994189608902
19,1.1208030706433227,0.9110885960578592
20,1.0883283578911351,1.2685567052924704
21,1.0923493048350275,1.1786030480378042
22,0.6939606157070458,0.8997733919488237
23,1.2680738765009618,0.943867912163524
24,1.1992753914780765,1.020733522060121
25,0.7843873476226507,0.8267502835738902
26,1.3555053748731185,1.4027244149173401
27,1.5929425350276134,1.083968929966786
28,0.7458505446335093,0.7230447048395017
29,1.130277347074753,0.9059143469757458
30,1.1840240732968033,0.9372267886034141
31,2.0064230209400833,1.159410111790601
32,0.9944580353578836,0.9033686983846104
33,1.4721446656704762,1.3986062227225549
34,0.7684391530310999,0.974638907745067
35,1.3385425094702235,0.9221530445090236
36,1.2366090594212569,1.1330350772714026
37,1.2652738383004931,1.118387503946957
38,1.1667413193168035,1.4967695100906704
39,1.0968167512014628,0.8856605668125557
40,1.1979490282395753,1.3949938336540615
41,1.3343250448879567,1.3956455274909292
42,0.7323581874726783,0.9794033573489326
43,0.7720703605507897,0.8797201398772071
44,1.237439375358352,1.1739483344383739
45,0.9208619014071999,0.7728636731384254
46,1.7487821334853737,1.3097140001292604
47,0.6405886114445253,0.6977652358729349
48,0.829086025909535,0.8607042379135235
49,1.4162869601153416,1.2612752790198243
50,1.0272145851087102,1.2192323335364714
51,1.0653569263174911,1.1899817810031175
52,0.7661655172844096,1.3367604287081076
53,1.296266095156009,1.5021381412675798
54,1.3814309006306478,1.1925426643959913
55,1.4357672429401158,1.2873575410452518
56,0.8245349552503622,0.8521526139231483
57,0.959898773844351,0.9617388473274813
58,1.9991682741932375,2.1675330040983143
59,1.183637730238964,1.0291101931323339
60,1.5017090641121051,1.1010104320137946
61,0.8926339268699023,0.8819457597409889
62,1.05912046514673,1.082507060809386
63,1.202109851519767,1.4993203846568097
64,1.0813763149963584,0.8146013222650199
65,1.824100900691252,2.293889744939226
66,0.7050261024302465,1.1913315323112854
67,0.6815189121445111,1.0037132846952808
68,0.9097496457863727,1.0418604553913913
69,1.0637925167932303,1.6536779391017613
70,0.6801528211496204,1.0389422408347257
71,0.9105008422353984,1.1905396743606487
72,0.8849945985880252,1.268606821921962
73,1.933483521353089,1.6335560217530145
74,1.672494697931317,1.1799856588310669
75,1.6045021860619453,1.6382890636418193
76,1.087340697297047,1.347368653011038
77,1.019312316005998,0.9533828667254314
78,1.3037142044059191,0.9612789465302983
79,1.2934956760220528,0.8050359945483372
80,0.9302430811612389,1.0544873165984079
81,1.043274189498496,1.0003987722045449
82,1.2274925747401793,1.264080170328936
83,0.8268674514224864,0.6884360049661444
84,1.4100718041223337,1.1438987441111679
85,1.2035756739937231,0.9464096138474554
86,0.8647769715900739,0.9122771928916867
87,1.357110943399753,1.267995346992869
88,0.8013196701818593,0.9968917910894713
89,0.6263830392397541,0.7614769047007747
90,1.5029012737274412,1.2591660796399398
91,1.2908093763270823,1.1509085198727904
92,1.200700153775675,1.16778561741571
93,0.9934304440013315,1.0172960025583422
94,1.381217861135288,1.780378596095137
95,0.9323550150015413,1.0668306845375848
96,1.1773609626918744,1.0673299121651778
97,0.952818181427127,0.9967377197977656
98,1.058473098690326,0.9990091266729975
99,0.9661213957345517,0.9028134657290039
100,1.3423864592230481,1.418536653439755
101,1.4178891847120338,1.1309917589208704
102,1.1016792818129437,1.3840828637688471
103,1.028070730839529,0.9352521639543886
104,1.5851991601607236,1.806511264664751
105,1.4244622354110903,1.4650791675076102
106,1.258115970825434,1.0640458595436972
107,1.6372943081772195,1.5362343972288144
108,1.4982383916095618,1.4521540048572585
109,1.3448177115920363,1.0878181030308915
110,1.1023615604054158,0.9100485296740887
111,1.0041805351443223,0.7404333918250974
112,0.8844303448693029,0.8568001792687561
113,1.1518555679261757,1.0463144841871803
114,1.1142978577901288,1.5134327795455162
115,0.6376576908690924,0.7622655203294987
116,0.5452709784531774,0.5528439826575104
117,1.4378852621051585,1.2503295248843347
118,0.9282254982611834,0.7542764565586844
119,1.524637104356595,1.11742782275424
120,1.7162720280539525,1.5287872306887151
121,1.4873866868385082,1.3444326901147865
122,0.7780124087980235,0.8770088289154515
123,2.5220364260598696,2.0437956308562764
124,1.0294200396793003,0.9701212523796808
125,0.9170155243485085,0.9940472804060952
126,0.6273910803564702,0.8229921955265886
127,1.0167932989696977,0.8880878181528103
128,1.632621266681868,1.3936928448058152
129,0.8265932995214273,0.9704444779936223
130,1.0614248039994567,0.951620270753019
131,0.8016106220379828,0.7114522980072993
132,1.6246293549804391,1.7919178787300052
133,1.068302116463761,1.2546522085893412
134,1.1301083036358754,1.1230146138830446
135,1.2296290255905646,1.0368726129266843
136,0.7869536244158578,0.7330958847290375
137,2.425337043855335,2.2558764413755843
138,1.5067532091730809,1.3201178659703583
