data,system,example_id,startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,startendtrimmed_unnormalized_hands_defaultdist0.0_nointerp_dtw_fillmasked10.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_normalizedbyshoulders_hands_defaultdist1.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_normalizedbyshoulders_hands_defaultdist1.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_unnormalized_hands_defaultdist1.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast,startendtrimmed_unnormalized_hands_defaultdist10.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,startendtrimmed_unnormalized_hands_defaultdist10.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast,startendtrimmed_unnormalized_hands_defaultdist10.0_nointerp_dtw_fillmasked10.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_normalizedbyshoulders_hands_defaultdist10.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_unnormalized_hands_defaultdist10.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast
signsuisse_test,sign_mt_v2,0,11.889385773382772,7047.977195590605,11.714953174705885,13.379697207361465,13.379697207361465,11.899116697393687,13.553539691594453,70.97631853252904,11.71495402488905,13.37969717638314
signsuisse_test,sign_mt_v2,1,3.0901584874277694,2828.4402192742136,3.096848870619712,4.7499292289296715,4.7499292289296715,3.0738726749972223,4.654115228290074,44.345303514279145,3.096848489151721,4.7499292218611435
signsuisse_test,sign_mt_v2,2,5.740984394456106,3214.1230253862755,6.416223715090045,10.095363238662037,10.095363238662037,5.627719101980649,9.333435076688657,22.18291699345847,6.4162230386145715,10.095363283658068
signsuisse_test,sign_mt_v2,3,6.684100595613617,5023.485358865559,6.140037376459602,7.726070377190259,7.726070377190259,6.647520703023203,9.475558166650742,57.270356562676895,6.140035480434516,7.726070401493871
signsuisse_test,sign_mt_v2,4,6.7032958854393625,4896.48176472806,6.662940414525456,9.029611361354762,9.029611361354762,6.662937208202563,9.029611361354762,44.92886205703451,6.662937142614195,9.029611332084636
signsuisse_test,sign_mt_v2,5,5.482968752867546,4336.416725043211,5.165388816947053,7.514509659552731,7.514509659552731,5.45345956160475,7.950689581919393,48.88690430682539,5.165388861732411,7.5145096545213255
signsuisse_test,sign_mt_v2,6,5.824748990770771,3174.7392671709213,5.825643484911054,6.553196370872482,6.553196370872482,5.825642478220122,6.553196370872482,24.594718407641576,5.825642453232459,6.55319635124539
signsuisse_test,sign_mt_v2,7,10.38024196433043,5850.274557849894,10.46859594499813,13.302051852074973,13.302051852074973,10.369452485956343,13.292966241448791,139.5284303565743,10.468593868683291,13.302051844306789
signsuisse_test,sign_mt_v2,8,8.673854531576817,4915.204972231225,8.348365375211854,9.48647068705424,9.48647068705424,8.643190136442342,9.790097325305897,62.85492964192049,8.34836507996472,9.486470442153685
signsuisse_test,sign_mt_v2,9,4.5722731919736965,3072.834279028247,4.572605529715624,5.300837686650038,5.300837686650038,4.572602121644762,5.300837686650038,32.568795532496004,4.572602130270174,5.300837689997311
signsuisse_test,sign_mt_v2,10,4.9736808204785135,3766.9845123651503,5.047712419990295,8.426229085217217,8.426229085217217,4.954171407151598,8.362183894828386,70.88929791611797,5.047712082087574,8.42622909838678
signsuisse_test,sign_mt_v2,11,6.099703821423456,3529.7695216608117,6.813266889672821,9.271467564426336,9.271467564426336,6.054587816194631,8.200059333034488,66.56462125857225,6.813268115384892,9.27146754525971
signsuisse_test,sign_mt_v2,12,6.0717420580633386,3948.26752334388,5.4875376701435306,5.988572056473736,5.988572056473736,6.056337187051876,6.921691559743174,50.787557724608014,5.487537082174923,5.98857209241752
signsuisse_test,sign_mt_v2,13,6.798471088374224,5069.871361481701,7.370659303863321,10.350391422537543,10.350391422537543,6.786285819323496,9.663295616444701,82.7730623275809,7.370660237774295,10.350391655201618
signsuisse_test,sign_mt_v2,14,4.499754845693012,3756.804156974197,4.496885244451266,6.441566933225475,6.441566933225475,4.496885502982842,6.441566933225475,50.195791181306674,4.496885726104035,6.441567089456813
signsuisse_test,sign_mt_v2,15,10.619443369499358,5434.65410304209,10.733432374233782,13.890611482517173,13.890611482517173,10.48782313075811,13.485531429202297,88.08243293036973,10.733434196154102,13.890611463661955
signsuisse_test,sign_mt_v2,16,5.355343026762777,4013.838324682848,5.754024582545821,8.507641296214683,8.507641296214683,5.341131136682864,7.995654317644556,74.38830285162456,5.754023693018068,8.507641279588864
signsuisse_test,sign_mt_v2,17,6.4737059797300605,4956.443669202281,6.4822076177015076,7.555271224075007,7.555271224075007,6.482207637251689,7.555271224075007,42.80046339831246,6.482207647948356,7.555271234377931
signsuisse_test,sign_mt_v2,18,5.531493097146544,3412.7303828673903,5.5003538491982695,5.750157488285871,5.750157488285871,5.500353985714038,5.750157488285871,17.278930574469477,5.500353985973878,5.750157488896443
signsuisse_test,sign_mt_v2,19,7.723244639498428,4391.939010451081,5.402019611237637,8.511853047698406,8.511853047698406,7.626662092466122,10.130359973320054,93.02737028390521,5.402018970646979,8.5118530650873
signsuisse_test,sign_mt_v2,20,5.349124889622398,3618.6431179322485,5.0637873255998755,7.137889803374256,7.137889803374256,5.229791977278268,7.42073489451688,23.551326186200495,5.063786576832795,7.137889751902553
signsuisse_test,sign_mt_v2,21,7.515733883908039,4796.118857788727,7.51709417653344,10.59041193752872,10.59041193752872,7.517094917699454,10.59041193752872,56.16797094940384,7.517094942478033,10.590411933950955
signsuisse_test,sign_mt_v2,22,3.9771364827594615,2816.7099055534895,4.343830513179463,5.38145603660384,5.38145603660384,3.9973272427260804,4.763206413348006,33.819212386766395,4.343829532225028,5.381455843538111
signsuisse_test,sign_mt_v2,23,5.515398257331305,3591.23075993342,5.508936251382073,7.244985051931684,7.244985051931684,5.50893449319842,7.244985051931684,49.45324607356139,5.508934492094094,7.244985042400761
signsuisse_test,sign_mt_v2,24,4.850864703514987,3756.43987792209,9.381803664980794,10.136690979155135,10.136690979155135,4.834541014653765,6.221849789427101,48.46652269226318,9.381802871072434,10.136690332230003
