sentence_id,sign_mt,sockeye
0,1.410719293259578,1.5060916683106629
1,1.148287074234561,0.9158244585757291
2,3.139429769377015,2.4484525737370038
3,2.2217900129136035,1.6063531752433924
4,1.2057286628965014,1.133613382345327
5,0.7219036640176808,0.6625702958042993
6,0.8283388255902899,0.9317337377035022
7,0.8935386035618181,0.8175837099819347
8,1.0478990634115162,0.746625975053244
9,1.4087318671872633,0.8846911523167991
10,0.8815445427751978,0.9334731924934527
11,1.2847389085490035,1.5196657764702493
12,1.6222106404878343,1.3577510077624109
13,1.6754671074959138,1.446625168466116
14,1.0440295237374484,1.2912788035891503
15,1.5844368714036345,1.411282286166817
16,1.3935090347232908,1.0003322806110515
17,0.8374253796176546,1.2647405110285548
18,1.2404539010437565,1.1659994189608902
19,1.1960369212001616,0.9110885960578592
20,1.0883283578911351,1.2685567052924704
21,1.108962866473032,1.1786030480378042
22,0.7335917083024389,0.8997733919488237
23,1.174467296100636,0.943867912163524
24,1.3763553896931313,1.020733522060121
25,0.7843873476226507,0.8267502835738902
26,1.3635859233408434,1.4027244149173401
27,1.6135154065388655,1.083968929966786
28,0.7509041123271041,0.7230447048395017
29,1.0973294499413293,0.9059143469757458
30,1.2868979720962046,0.9372267886034141
31,2.129813102926404,1.159410111790601
32,1.156485650960175,0.9033686983846104
33,1.8940420115787173,1.3986062227225549
34,1.296195530366319,0.974638907745067
35,1.3499340683124386,0.9221530445090236
36,0.9669450975321299,1.1330350772714026
37,1.2652738482664785,1.118387503946957
38,1.4474220920736447,1.4967695100906704
39,1.215583543982793,0.8856605668125557
40,1.1979490282395753,1.3949938336540615
41,1.3751555609426136,1.3956455274909292
42,0.7323581818093217,0.9794033573489326
43,0.7720703925106707,0.8797201398772071
44,1.3755553369845197,1.1739483344383739
45,1.0695715842126994,0.7728636731384254
46,1.7487821384238802,1.3097140001292604
47,1.4475017606338132,0.6977652358729349
48,0.8058131978639576,0.8607042379135235
49,1.9340291914466738,1.2612752790198243
50,1.0831492488904122,1.2192323335364714
51,1.0391561123430635,1.1899817810031175
52,0.7661655172844096,1.3367604287081076
53,1.208192431755696,1.5021381412675798
54,1.427445459320859,1.1925426643959913
55,1.4357671529537082,1.2873575410452518
56,0.8119151495169538,0.8521526139231483
57,1.1340055955730732,0.9617388473274813
58,2.3398523146142987,2.1675330040983143
59,1.183637729369107,1.0291101931323339
60,1.7863967432731076,1.1010104320137946
61,0.8536955679504207,0.8819457597409889
62,1.4623184255714126,1.082507060809386
63,1.2021098518971973,1.4993203846568097
64,1.4870055714366321,0.8146013222650199
65,2.1996370353786068,2.293889744939226
66,0.7715717988568279,1.1913315323112854
