sentence_id,sign_mt_v2,sockeye,sign_mt_v2_path_norm,sockeye_path_norm,sign_mt_v2_ref_norm,sockeye_ref_norm
0,1.3709315779295088,1.5060916683106629,0.0021691955346985897,0.004278669512246202,0.007066657618193344,0.007763359115003417
1,0.8830009604069586,0.9158244585757291,0.00490556089114977,0.005870669606254674,0.007420176137873602,0.007696003853577556
2,2.0774896846727664,2.4484525737370038,0.013403159255953331,0.018136685731385212,0.0155036543632296,0.0182720341323657
3,1.6539414172300895,1.6063531752433924,0.004518965620847239,0.005905710203100707,0.006537317854664385,0.006349222036535148
4,1.1693767747953565,1.133613382345327,0.0026456488117542003,0.004865293486460631,0.006220089227634875,0.0060298584167304626
5,0.7219036639883337,0.6625702958042993,0.00260615041151023,0.004766692775570499,0.007598985936719303,0.006974424166361045
6,0.8283388255902899,0.9317337377035022,0.003907258611274953,0.00660804069293264,0.010757647085588181,0.012100438151993536
7,0.7449215115841333,0.8175837099819347,0.0029443538007278,0.004067580646676293,0.0059120754887629625,0.0064887596030312284
8,0.8270316173293611,0.746625975053244,0.0024396212900571123,0.0043919175003132,0.008526099147725372,0.007697175000548908
9,1.2162271819770842,0.8846911523167991,0.006020926643450912,0.004058216295031189,0.008564980154768198,0.0062302193825126695
10,1.0130899606426556,0.9334731924934527,0.005388776386397104,0.0050732238722470254,0.009468130473295847,0.008724048527976194
11,1.2847389085490035,1.5196657764702493,0.0072996528894829745,0.01019909917094127,0.011679444623172759,0.013815143422456811
12,1.4072896561785302,1.3577510077624109,0.006282543107939867,0.006256917086462723,0.007950789017957798,0.0076709096483752025
13,1.6655002826462126,1.446625168466116,0.004513550901480251,0.003528354069429551,0.007087235245303032,0.006155851780706876
14,1.0948382890163502,1.2912788035891503,0.0060155949945953305,0.010009913206117443,0.010044387972627066,0.011846594528340828
15,1.5844368714036345,1.411282286166817,0.004305534976640311,0.005690654379704907,0.011736569417804701,0.010453942860494942
16,1.5197042065845159,1.0003322806110515,0.007449530424433901,0.004274924276115605,0.009557888091726516,0.006291397991264475
17,0.8374253664412556,1.2647405110285548,0.0024414733715488503,0.005291801301374706,0.00654238567532231,0.009880785242410584
18,1.2404539053233514,1.1659994189608902,0.006202269526616757,0.008701488201200673,0.009326721092656778,0.00876691292451797
19,1.1208030706433227,0.9110885960578592,0.005494132699231974,0.006507775686127566,0.011554670831374462,0.009392665938740816
20,1.0883283578911351,1.2685567052924704,0.005668376864016329,0.009988635474743861,0.008569514629064056,0.009988635474743861
21,1.0923493048350275,1.1786030480378042,0.002619542697446109,0.004164675081405668,0.007380738546182618,0.007963534108363542
22,0.6939606157070458,0.8997733919488237,0.0063666111532756494,0.007690370871357467,0.008674507696338072,0.011247167399360295
23,1.2680738765009618,0.943867912163524,0.00505208715737435,0.004890507316909451,0.008568066733114606,0.006377485892996784
24,1.1992753914780765,1.020733522060121,0.004093090073304015,0.003189792256437878,0.006181831914835446,0.005261513000309902
25,0.7843873476226507,0.8267502835738902,0.004587060512413162,0.00599094408386877,0.009015946524398284,0.009502876822688393
26,1.3555053748731185,1.4027244149173401,0.0038839695555103683,0.004675748049724467,0.008419288042690177,0.008712574005697764
27,1.5929425350276134,1.083968929966786,0.0043642261233633245,0.0035079900646174307,0.00899967533913906,0.006124118248399921
28,0.7458505446335093,0.7230447048395017,0.0029715161140777264,0.004547450973833344,0.007689180872510405,0.007454069122056719
29,1.130277347074753,0.9059143469757458,0.004850975738518253,0.00532890792338674,0.010275248609770481,0.00823558497250678
30,1.1840240732968033,0.9372267886034141,0.008457314809262881,0.005645944509659121,0.008706059362476495,0.006891373445613339
31,2.0064230209400833,1.159410111790601,0.004508815777393446,0.0031851926148093435,0.010615994819788801,0.006134445035929106
32,0.9944580353578836,0.9033686983846104,0.003616211037665031,0.004656539682394899,0.010358937868311288,0.009410090608173025
33,1.4721446656704762,1.3986062227225549,0.008976491863844367,0.007361085382750289,0.00968516227414787,0.009201356728437861
34,0.7684391530310999,0.974638907745067,0.00489451689828726,0.006454562302947464,0.006403659608592499,0.008121990897875558
35,1.3385425094702235,0.9221530445090236,0.005463438814164177,0.004957812067252815,0.010140473556592602,0.006986007912947148
36,1.2366090594212569,1.1330350772714026,0.006908430499560094,0.0064744861558365865,0.010479737791705567,0.009601992180266123
37,1.2652738383004931,1.118387503946957,0.003966375668653583,0.005177719925680357,0.007313721608673371,0.0064646676528725844
38,1.1667413193168035,1.4967695100906704,0.010058114821696582,0.01084615587022225,0.010606739266516394,0.013606995546278821
39,1.0968167512014628,0.8856605668125557,0.008124568527418243,0.006560448643055968,0.01075310540393591,0.008682946733456428
40,1.1979490282395753,1.3949938336540615,0.0034325187055575224,0.007227947324632443,0.006964819931625438,0.00811042926543059
41,1.3343250448879567,1.3956455274909292,0.0026370060175651315,0.004216451744685587,0.00580141323864329,0.006068024032569257
42,0.7323581874726783,0.9794033573489326,0.003736521364656522,0.007308980278723377,0.006481045906837861,0.008667286348220643
43,0.7720703605507897,0.8797201398772071,0.004042253196600993,0.004970170281792131,0.006832481066821148,0.007785133981214222
44,1.237439375358352,1.1739483344383739,0.00324787237626864,0.0035791107757267497,0.006065879290972314,0.0057546486982273225
45,0.9208619014071999,0.7728636731384254,0.00393530727097094,0.005293586802317982,0.011510773767589999,0.009660795914230318
46,1.7487821334853737,1.3097140001292604,0.004286230719326896,0.005018061303177243,0.008288066983343003,0.0062071753560628455
47,0.6405886114445253,0.6977652358729349,0.0028095991730023038,0.0055378193323248805,0.006604006303551807,0.007193456039927164
48,0.829086025909535,0.8607042379135235,0.003636342218901469,0.004677740423443062,0.007537145690086682,0.007824583981032031
49,1.4162869601153416,1.2612752790198243,0.004412108910016641,0.0037876134505099826,0.007614446022125493,0.006781049887203357
50,1.0272145851087102,1.2192323335364714,0.0027539265016319307,0.006317265976872909,0.008351338090314717,0.009912457996231475
51,1.0653569263174911,1.1899817810031175,0.003699155994157955,0.006133926706201637,0.007502513565616134,0.008380153387345898
52,0.7661655172844096,1.3367604287081076,0.0032464640562898713,0.009757375392029984,0.006280045223642702,0.01095705269432875
53,1.296266095156009,1.5021381412675798,0.0034292753840106057,0.0056899172017711355,0.006481330475780045,0.007510690706337899
54,1.3814309006306478,1.1925426643959913,0.0032051761035513868,0.00430520817471477,0.007760847756351954,0.00669967788986512
55,1.4357672429401158,1.2873575410452518,0.002894692022056685,0.004989757911028108,0.008157768425796113,0.007314531483211658
56,0.8245349552503622,0.8521526139231483,0.0019725716632783786,0.003945150990384946,0.006153245934704196,0.006359347865098122
57,0.959898773844351,0.9617388473274813,0.0027504262860869656,0.0030726480745286943,0.004799493869221755,0.004808694236637406
58,1.9991682741932375,2.1675330040983143,0.004164933904569245,0.006246492807199753,0.006893683704114612,0.00747425173827005
59,1.183637730238964,1.0291101931323339,0.0030664189902563834,0.006639420600853767,0.009035402520908122,0.007855803001010183
60,1.5017090641121051,1.1010104320137946,0.006055278484323004,0.004475652162657702,0.008581194652069172,0.006291488182935969
61,0.8926339268699023,0.8819457597409889,0.00423049254440712,0.0049270712834692115,0.006813999441754979,0.006732410379702205
62,1.05912046514673,1.082507060809386,0.005376246015973249,0.004854291752508458,0.006745990223864523,0.006894949431906917
63,1.202109851519767,1.4993203846568097,0.00382837532331136,0.009929274070574898,0.00939148321499818,0.011713440505131326
64,1.0813763149963584,0.8146013222650199,0.003003823097212107,0.0035728128169518415,0.010298822047584366,0.007758107831095428
65,1.824100900691252,2.293889744939226,0.004222455788637157,0.006216503373819041,0.006935744869548487,0.008722014239312646
66,0.7050261024302465,1.1913315323112854,0.0028201044097209862,0.009455012161200678,0.0074213273940025954,0.012540331919066162
67,0.6815189121445111,1.0037132846952808,0.003703907131220169,0.00597448383747191,0.006369335627518795,0.009380497987806363
68,0.9097496457863727,1.0418604553913913,0.007107419107706037,0.01021431819011168,0.010338064156663327,0.011839323356720355
69,1.0637925167932303,1.6536779391017613,0.0020071556920626984,0.00674970587388474,0.008310879037447112,0.01291935889923251
70,0.6801528211496204,1.0389422408347257,0.004024572906210772,0.007265330355487593,0.005813271975637781,0.008879848212262613
71,0.9105008422353984,1.1905396743606487,0.004028764788652205,0.004475713061506198,0.005030391393565737,0.006577567261661042
72,0.8849945985880252,1.268606821921962,0.0037499771126611237,0.008401369681602397,0.0074999542253222475,0.0107509052705251
73,1.933483521353089,1.6335560217530145,0.0055719986206140895,0.0047212601784769204,0.009251117327048272,0.007816057520349352
74,1.672494697931317,1.1799856588310669,0.0035737066195113613,0.0031720044592232982,0.006854486466931628,0.004836006798487979
75,1.6045021860619453,1.6382890636418193,0.005077538563487169,0.00844478898784443,0.010418845364038606,0.010638240672998827
76,1.087340697297047,1.347368653011038,0.005153273446905436,0.007362670235032995,0.008912628666369238,0.011044005352549492
77,1.019312316005998,0.9533828667254314,0.006887245378418906,0.00662071435225994,0.009616153924584887,0.008994177987975768
78,1.3037142044059191,0.9612789465302983,0.0037679601283408066,0.0038145989941678507,0.007806671882670174,0.005756161356468852
