data,system,example_id,startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,startendtrimmed_unnormalized_hands_defaultdist0.0_nointerp_dtw_fillmasked10.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_normalizedbyshoulders_hands_defaultdist1.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_normalizedbyshoulders_hands_defaultdist1.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_unnormalized_hands_defaultdist1.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast,startendtrimmed_unnormalized_hands_defaultdist10.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,startendtrimmed_unnormalized_hands_defaultdist10.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast,startendtrimmed_unnormalized_hands_defaultdist10.0_nointerp_dtw_fillmasked10.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_normalizedbyshoulders_hands_defaultdist10.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,untrimmed_unnormalized_hands_defaultdist10.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast
signsuisse_test,sign_mt,0,12.989275723056334,7755.456602761159,12.840127219694978,14.421969553240265,14.421969553240265,13.005491415335355,14.584504968966582,71.23545744270804,12.840127527468386,14.421969545575378
signsuisse_test,sign_mt,1,8.807702094487874,6418.65292323834,8.878726301013527,11.319724695781028,11.319724695781028,8.835331391074845,11.093067728199577,81.23008324730915,8.878735395708016,11.319724691240102
signsuisse_test,sign_mt,2,10.546353789151013,4695.390817273289,10.168220344639424,16.900505370661694,16.900505370661694,10.45128011920049,16.132860260380603,25.283158792702473,10.16821471271253,16.90050662565319
signsuisse_test,sign_mt,3,11.42957001837395,6287.053330876773,10.551445421848667,13.69935688353076,13.69935688353076,11.403366507795102,18.44361621662713,95.71455321700194,10.551443916873486,13.699356936976791
signsuisse_test,sign_mt,4,7.553774588758996,5460.75728170885,7.510395639961045,9.655663434876796,9.655663434876796,7.51039462371149,9.655663434876796,45.300667738204204,7.510394599236207,9.655663411174286
signsuisse_test,sign_mt,5,5.482968753520138,4336.416724734042,5.1653888175642715,7.514509660288804,7.514509660288804,5.453459562074774,7.950689582581579,48.88690430694917,5.165388862349635,7.514509655257397
signsuisse_test,sign_mt,6,5.824748990770771,3174.7392671709213,5.825643484911054,6.553196370872482,6.553196370872482,5.825642478220122,6.553196370872482,24.594718407641576,5.825642453232459,6.55319635124539
signsuisse_test,sign_mt,7,14.93745232273754,8304.926119704283,15.011890234516727,18.790637961557167,18.790637961557167,14.928827894288201,18.783063068581896,189.86518623460682,15.011890016662822,18.79063787668519
signsuisse_test,sign_mt,8,9.630450951013678,5535.515482487499,9.30380678427729,10.467500822196259,10.467500822196259,9.588562841071647,10.763655260254705,63.16853905891055,9.303801759952892,10.46750052222107
signsuisse_test,sign_mt,9,7.18228320046873,7416.266333759819,7.221662790298503,8.25247975462662,8.25247975462662,7.189322280806989,8.041578171046499,39.250108783880265,7.221663751025468,8.252479807565546
