system,example_id,SKL_mvt_hshp_h2p,SKL_mvt_hshp_wo_norm_h2p,SKL_mvt_h2p,SKL_mvt_wo_norm_h2p
sign_mt_v2,0,28.656237210522498,20403.24089389202,7.22367959086371,5186.601946240144
sign_mt_v2,1,34.41671274950652,5678.757603668577,16.98656910229216,2802.7839018782065
sign_mt_v2,2,35.36282136405517,5905.5911677972135,15.167683716227614,2760.518436353426
sign_mt_v2,3,56.97997352272449,18005.67163318094,16.68675196258397,5273.0136201765345
sign_mt_v2,4,30.673228563639505,15551.32688176523,7.747298442516733,3958.8695041260507
sign_mt_v2,5,27.836759937751914,9074.783739707123,12.86267139500561,4193.230874771829
sign_mt_v2,6,24.05120502311461,5483.674745270131,10.988367133476222,2538.3128078330074
sign_mt_v2,7,23.528188365416227,6964.343756163204,13.965035989584205,4133.650652916925
sign_mt_v2,8,17.159662307750672,7224.2178315630335,6.796344466486147,2834.075642524723
sign_mt_v2,9,43.04023843292008,7618.122202626854,14.160615027326106,2506.4288598367207
sign_mt_v2,10,34.16997253658483,6799.82453478038,14.362063137163366,2843.6885011583463
sign_mt_v2,11,27.20040046981314,6174.490906647583,14.304359685660453,3003.915533988695
sign_mt_v2,12,51.107782519504724,11601.466631927573,11.466604735396833,2534.1196465227004
sign_mt_v2,13,46.06410657860799,16444.886048563054,13.906808508590046,5020.357871601007
sign_mt_v2,14,36.218605223660866,8076.748964876373,11.874195146578746,2695.4422982733754
sign_mt_v2,15,20.677027165926127,9346.01627899861,7.3644276935498825,3291.8991790167975
sign_mt_v2,16,46.392035331789984,9324.799101689787,14.737692211393503,2962.276134490094
sign_mt_v2,17,31.250652714321625,12906.519571014831,9.641720003825014,4107.3727216294565
sign_mt_v2,18,39.680700271178395,8174.2242558627495,13.982819539997589,2880.4608252395033
sign_mt_v2,19,26.710294562049594,6784.414818760597,13.668189884027509,3444.3838507749324
sign_mt_v2,20,39.45997530993375,9352.0141484543,18.074388813247822,4283.630148739734
sign_mt_v2,21,20.193233167902076,8763.8631948695,10.278566638720426,4440.340787927224
sign_mt_v2,22,39.74893109523603,4769.871731428324,15.202872013094773,1824.3446415713727
sign_mt_v2,23,28.74586588913288,7962.604851289808,13.855773397234552,3838.049231033971
sign_mt_v2,24,47.393908180362104,13033.324749599578,15.056874592304428,4140.640512883718
sign_mt_v2,25,31.29818343094794,6510.022153637172,14.234495379175653,2861.1335712143064
sign_mt_v2,26,31.642488512955385,13036.705267337618,10.383506622547346,4278.004728489506
sign_mt_v2,27,30.354198098807515,13204.07617298127,9.767892594555985,4014.6038563625098
sign_mt_v2,28,23.16231179519413,6439.1226790639685,14.948574563512112,4155.703728656367
sign_mt_v2,29,30.418386776891136,8760.495391744647,12.029355427814334,3380.248875215828
sign_mt_v2,30,42.20989142731563,7175.681542643658,13.485713368787852,2292.571272693935
sign_mt_v2,31,30.632738722070297,15347.00209975722,7.0395056295030365,3569.0293541580395
sign_mt_v2,32,28.364636699233433,8225.744642777696,7.860246195381397,2295.191889051368
sign_mt_v2,33,45.51339150998487,8647.544386897125,14.694677701061178,2791.988763201624
sign_mt_v2,34,36.53844894157452,5626.921137002476,15.870791915720211,2380.6187873580316
sign_mt_v2,35,25.689877184843297,7758.342909822676,13.406814737384254,4048.858050690045
sign_mt_v2,36,35.27947619917665,7443.969478026273,12.121988473470946,2606.2275217962533
sign_mt_v2,37,35.46605244097666,12235.788092136949,14.061888543726937,4851.351547585793
sign_mt_v2,38,40.15425316057054,5501.1326829981645,13.682931003463985,1874.561547474566
sign_mt_v2,39,41.59718082771358,6281.174304984751,14.433634289746273,2179.478777751687
sign_mt_v2,40,36.907089794055075,11662.640374921404,16.812267457631446,5312.676516611537
sign_mt_v2,41,33.943703351285286,17005.795378993927,13.254672983623019,6574.317799877017
sign_mt_v2,42,27.97470714228508,6210.384985587288,11.20696936654984,2487.9471993740644
sign_mt_v2,43,24.251226107528645,5286.767291441244,14.600218765253958,3182.847690825363
sign_mt_v2,44,33.29430352842178,15548.43974777297,11.137808289546358,5212.494279507696
sign_mt_v2,45,24.483692209017935,6292.308897717609,13.313172187524035,3421.485252193677
sign_mt_v2,46,36.98852004269554,16940.742179554556,8.73401102066702,4052.5811135894974
sign_mt_v2,47,24.031943322603073,6368.4649804898145,12.71215991474666,3368.722377407865
sign_mt_v2,48,33.68517966893249,8522.350456239921,12.3684968784639,3141.5982071298304
sign_mt_v2,49,41.64645482254103,14284.734004131575,14.361026042097375,4954.553984523594
sign_mt_v2,50,33.34338159264337,14337.654084836648,9.188483558151319,3951.047930005067
sign_mt_v2,51,31.904706958822743,9699.030915482113,13.822783011449204,4160.65768644621
sign_mt_v2,52,30.149826368353622,8080.153466718771,11.899883641894275,3177.2689323857717
sign_mt_v2,53,33.8398670135971,14145.064411683588,12.781265385536896,5342.568931154423
sign_mt_v2,54,28.9669229730755,14048.957641941619,13.7396607564333,6663.735466870151
sign_mt_v2,55,36.38524254588327,16955.523026381605,13.708164190921414,6388.004512969379
sign_mt_v2,56,22.310923016953364,10865.419509256288,13.373960322667402,6513.118677139025
sign_mt_v2,57,25.7751954956139,9356.395964907846,11.437744730579023,4151.9013372001855
sign_mt_v2,58,46.469638869680516,23606.576545797703,12.23781147220749,6241.28385082582
sign_mt_v2,59,24.662211756086037,11097.995290238718,14.03220010196954,6314.490045886293
sign_mt_v2,60,24.856717642808785,5418.764446132315,14.770632448470664,3219.9978737666047
sign_mt_v2,61,38.991233385703325,9435.878479340205,15.564169996187921,3766.529139077477
sign_mt_v2,62,42.94448103958697,8417.118283759046,14.086981534128041,2761.048380689096
sign_mt_v2,63,31.487063119749052,11492.778038708404,16.847138943949105,6149.205714541424
sign_mt_v2,64,24.398015091035084,11174.290911694068,14.048166500687682,6321.674925309457
sign_mt_v2,65,39.9390134421076,19210.665465653758,10.71068133997424,5312.497944627223
sign_mt_v2,66,21.680137885230387,5788.596815356514,14.340563152760287,3828.930361786997
sign_mt_v2,67,30.44433712969815,6697.754168533594,14.237244218199063,3132.1937280037937
sign_mt_v2,68,24.70038789435723,3260.4512020551547,16.38190121143692,2162.4109599096732
sign_mt_v2,69,31.773883319319825,19731.58154129761,9.506661353670818,5903.636700629579
sign_mt_v2,70,36.66911862896312,7223.816369905735,15.21191525459779,2996.7473051557645
sign_mt_v2,71,25.522462217933608,5768.076461252996,15.028380369052323,3396.413963405825
sign_mt_v2,72,35.61660936559743,7764.420841700238,14.030172006364348,3058.5774973874277
sign_mt_v2,73,38.080260465363615,16146.030437314172,12.054534085230625,5099.067918052554
sign_mt_v2,74,38.78758104875583,20479.84279374308,13.031968340290561,6933.007157034578
sign_mt_v2,75,27.13907596756544,9525.81566461547,13.381747473575606,4696.993363225038
sign_mt_v2,76,32.741629833928094,6089.943149110626,13.45552363333094,2462.360824899562
sign_mt_v2,77,44.58724968828027,7133.959950124842,14.96992941791176,2395.1887068658816
sign_mt_v2,78,35.3321117383835,13673.527242754417,14.029340895463278,5401.296244753362
sign_mt_v2,79,30.282010639298115,8993.75715987154,17.75455693083558,5273.103408458167
sign_mt_v2,80,33.1665357146368,6633.30714292736,10.693213433855531,2245.5748211096616
sign_mt_v2,81,25.52695419659729,7428.343671209812,14.66802072539271,4268.3940310892785
sign_mt_v2,82,25.52939409387871,11156.345219024997,9.327875827023512,4057.625984755228
sign_mt_v2,83,29.700351197637087,10454.523621568254,9.520857620057173,3351.341882260125
sign_mt_v2,84,25.003716365780786,12026.787571940558,8.945039996849088,4311.5092784812605
sign_mt_v2,85,46.363578283632556,11637.258149191772,13.325758521794635,3344.7653889704534
sign_mt_v2,86,41.405577346029084,8281.115469205817,14.380559208061117,2832.97016398804
sign_mt_v2,87,42.40674075606528,7421.179632311424,15.096937619625642,2641.9640834344873
sign_mt_v2,88,38.71757077366924,7820.9492962811855,11.239965129774047,2225.513095695261
sign_mt_v2,89,21.112009095773498,4454.633919208208,9.370394809971133,2080.2276478135914
sign_mt_v2,90,46.501360814054806,13624.898718518058,15.205832547403554,4485.7206014840485
sign_mt_v2,91,45.01982594740425,12200.372831746552,14.43129791624066,3910.8817353012187
sign_mt_v2,92,49.806644563899916,8765.969443246386,14.30250887756707,2402.8214914312675
sign_mt_v2,93,36.93476551895177,9713.843331484315,12.872912595744616,3385.576012680834
sign_mt_v2,94,26.36131344709993,13866.050873174563,9.306166517061074,4997.411419661797
sign_mt_v2,95,46.46732245174509,10780.418808804861,13.423077966026883,3194.692555914398
sign_mt_v2,96,28.566416783957987,6313.178109254715,15.918073442046293,3517.894230692231
sign_mt_v2,97,33.922962858640275,9430.583674701997,10.448633268107752,3009.2063812150327
sign_mt_v2,98,29.363905306196674,3964.127216336551,15.96218422623783,2154.894870542107
sign_mt_v2,99,43.09192955302146,5645.042771445811,13.372647428937384,1751.8168131907973
sign_mt_v2,100,36.84084393024874,9468.096890073926,12.778982974678668,3322.5355734164536
sign_mt_v2,101,27.4392677507359,16490.999918192276,9.923488266673633,6023.557377870896
sign_mt_v2,102,46.55331631397437,10521.049486958207,14.668962953236722,3051.1442942732383
sign_mt_v2,103,27.43225850577772,5376.722667132433,15.246118710249325,2988.2392672088677
sign_mt_v2,104,44.3839310382645,14646.697242627284,14.235047847892883,4697.565789804651
sign_mt_v2,105,41.350535856244626,16746.967021779074,14.458985503067765,5855.889128742445
sign_mt_v2,106,38.79136602678148,13615.7694754003,11.136304432665243,3842.025029269509
sign_mt_v2,107,36.676921920712616,22409.59929355541,8.86864501989885,5445.348042217894
sign_mt_v2,108,46.61060657245441,8902.625855338792,17.893284324905572,3417.617306056964
sign_mt_v2,109,50.21191474778775,12804.038260685877,15.341361825099225,3912.0472654003024
sign_mt_v2,110,47.41250551589731,14840.114226475856,14.698568549874654,4556.556250461143
sign_mt_v2,111,23.340651991498497,8589.359932871446,6.732508428305057,2443.900559474736
sign_mt_v2,112,19.933967728505003,3926.9916425154856,16.126826671517485,3176.9848542889445
sign_mt_v2,113,30.12701949452286,7230.484678685486,15.167208875480458,3640.13013011531
sign_mt_v2,114,32.020396406825625,9221.87416516578,10.67022135758126,3073.023750983403
sign_mt_v2,115,29.113234523371013,9083.329171291756,9.507265418572091,2966.266810594492
sign_mt_v2,116,39.886833403689394,4307.778007598455,16.070816186714207,1735.6481481651342
sign_mt_v2,117,41.07965127904608,16514.019814176525,10.333678951629038,4278.143085974421
sign_mt_v2,118,30.4615367505755,7463.076503890998,13.99671998035357,3261.2357554223818
sign_mt_v2,119,32.51788406932537,10795.937511016024,13.119462291281186,4355.661480705354
sign_mt_v2,120,35.43164703958344,12932.551169447956,15.890968874492042,5800.203639189595
sign_mt_v2,121,41.16189336394668,10743.254167990084,15.342135848792765,4004.297456534912
sign_mt_v2,122,25.20918591503428,6478.76078016381,10.589205134484239,2721.425719562449
sign_mt_v2,123,54.25665463665939,32879.53270981559,14.511946277216575,8968.382799319843
sign_mt_v2,124,35.563384189492744,11202.466019690215,10.149151847271828,3227.430287432441
sign_mt_v2,125,42.49788578711184,8797.062357932151,12.327307634165463,2576.407295540582
sign_mt_v2,126,32.28749861416671,6296.062229762508,12.683585621302658,2473.2991961540183
sign_mt_v2,127,34.120141661541254,10474.883490093165,11.895026216324291,3651.7730484115573
sign_mt_v2,128,30.977981649591932,12112.390824990445,14.991143502507574,5861.537109480461
sign_mt_v2,129,24.434701865919255,8478.841547473981,7.545410121548069,2618.2573121771798
sign_mt_v2,130,48.126609003178324,14678.615745969388,12.185548895376558,3728.7779619852267
sign_mt_v2,131,23.82393012621786,12936.394058536298,13.882425396367712,7538.156990227667
sign_mt_v2,132,47.663910243842885,11010.363266327706,14.844768699901634,3384.6072635775727
sign_mt_v2,133,21.188609835783396,7246.5045638379215,14.955027646961913,5114.619455260974
sign_mt_v2,134,39.646563665692746,12052.555354370594,12.42139169852694,3763.6816846536626
sign_mt_v2,135,29.795246939289516,11143.422355294279,14.514711971211074,5370.443429348097
sign_mt_v2,136,40.70733670668786,5373.368445282797,15.574904547691249,2055.887400295245
sign_mt_v2,137,44.31312033343431,26809.43780172776,12.057213799036358,7547.8158381967605
sign_mt_v2,138,26.619658346420362,12724.196689588933,9.636844139731554,4606.411498791683
sign_mt_v2,139,44.69164358401909,11306.98582675683,15.958108562629267,4133.15011772098
sign_mt_v2,140,52.342093366641976,7432.57725806316,16.1310644885819,2290.6111573786297
sign_mt_v2,141,31.541911772702907,5551.376471995712,14.078188147512309,2477.7611139621663
sign_mt_v2,142,43.88447577675362,21722.81550949304,13.292215093023964,6699.276406884078
sign_mt_v2,143,34.1543109382079,7787.182893911401,12.140640806691273,2816.6286671523753
sign_mt_v2,144,40.49330872390577,11459.606368865332,11.953575873572381,3538.258458577425
sign_mt_v2,145,40.60644113975775,8040.075345672035,15.826465319424345,3133.6401332460205
sign_mt_v2,146,35.83405548474184,5912.619154982403,12.21790923317392,2015.9550234736969
sign_mt_v2,147,48.60138425797167,10352.094846947964,14.837163828172782,3160.3158954008027
sign_mt_v2,148,57.29447326098962,16672.69171894798,11.610905310874188,3378.7734454643887
sign_mt_v2,149,48.80499843332896,8784.899717999213,15.542698716539173,2813.22846769359
sign_mt_v2,150,44.81132799058647,16938.681980441685,11.839565418859324,4475.355728328825
sign_mt_v2,151,39.80843305174163,18033.22017243896,16.944534700849292,7675.87421948473
sign_mt_v2,152,38.60472848198169,6446.989656490941,11.91415438848578,2227.946870646841
sign_mt_v2,153,23.65712054345002,7759.535538251606,8.8448691794612,2901.117090863274
sign_mt_v2,154,25.754348193831543,8885.250126871882,14.46223435267803,4989.47085167392
sign_mt_v2,155,30.314159607144614,15096.451484358018,14.209323213634605,6905.731081826418
sign_mt_v2,156,36.13685518053974,14201.784085952118,11.842571549380834,4665.9731904560485
sign_mt_v2,157,44.832596074536546,18246.866602336373,12.738792102643103,5413.986643623319
sign_mt_v2,158,26.411626833704936,13681.222699859158,9.730850718317594,5040.580672088514
sign_mt_v2,159,26.42908304981519,7717.292250546036,11.992802431103499,3501.898309882222
sign_mt_v2,160,27.040583004524468,12871.317510153647,8.034335560991408,3792.2063847879444
sign_mt_v2,161,38.70180234173625,10333.381225243578,13.45254761696046,3591.830213728443
sign_mt_v2,162,29.40783608545194,15321.482600520461,9.599246699746422,5049.203764066618
sign_mt_v2,163,26.96882550280325,7605.208791790516,9.442221587519546,2709.9175956181098
sign_mt_v2,164,31.417223793154772,6848.9547869077405,16.24126435799384,3540.5956300426565
