itaise3201,sockeye,30600,TGT,ita,ise,1,signsuisse.lis-ch.50,False,1738155133.503,1738156492.306
itaise3201,sockeye,30995,TGT,ita,ise,0,signsuisse.lis-ch.50,False,1738156492.34,1738156516.335
itaise3201,sign_mt_v2,41912,TGT,ita,ise,48,signsuisse.lis-ch.50,False,1738156516.37,1738156561.814
itaise3201,sockeye,30639,TGT,ita,ise,23,signsuisse.lis-ch.50,False,1738156561.847,1738156578.806
itaise3201,sockeye,30998,TGT,ita,ise,4,signsuisse.lis-ch.50,False,1738156578.836,1738156606.775
itaise3201,sign_mt_v2,40219,TGT,ita,ise,51,signsuisse.lis-ch.50,False,1738156606.809,1738156651.456
itaise3201,sockeye,30332,TGT,ita,ise,1,signsuisse.lis-ch.50,False,1738156651.486,1738156676.8
itaise3201,sockeye,30905,TGT,ita,ise,0,signsuisse.lis-ch.50,False,1738156676.832,1738156693.632
itaise3201,sockeye,30950,TGT,ita,ise,0,signsuisse.lis-ch.50,False,1738156693.663,1738156709.92
itaise3201,sign_mt_v2,40214,TGT,ita,ise,33,signsuisse.lis-ch.50,False,1738156709.95,1738157303.007
itaise3201,mix,1000050,TGT,ita,ise,12,signsuisse.lis-ch.50,True,1738157303.033,1738157310.446
itaise3201,sockeye,30306,TGT,ita,ise,7,signsuisse.lis-ch.51,False,1738157310.981,1738157326.488
itaise3201,sign_mt_v2,41975,TGT,ita,ise,33,signsuisse.lis-ch.51,False,1738157326.522,1738157498.099
itaise3201,sockeye,30885,TGT,ita,ise,0,signsuisse.lis-ch.51,False,1738157498.135,1738157604.595
itaise3201,sockeye,30365,TGT,ita,ise,3,signsuisse.lis-ch.51,False,1738157604.628,1738157626.457
itaise3201,sign_mt_v2,40565,TGT,ita,ise,30,signsuisse.lis-ch.51,False,1738157626.49,1738157665.067
itaise3201,sign_mt_v2,40311,TGT,ita,ise,31,signsuisse.lis-ch.51,False,1738157786.04,1738157979.584
itaise3201,sign_mt_v2,40727,TGT,ita,ise,36,signsuisse.lis-ch.51,False,1738157979.619,1738158070.64
itaise3201,sockeye,30632,TGT,ita,ise,1,signsuisse.lis-ch.51,False,1738158070.676,1738158082.815
itaise3201,sockeye,31989,TGT,ita,ise,7,signsuisse.lis-ch.51,False,1738158082.848,1738158095.901
itaise3201,sockeye,30631,TGT,ita,ise,0,signsuisse.lis-ch.51,False,1738158095.934,1738158111.929
itaise3201,mix,1000051,TGT,ita,ise,15,signsuisse.lis-ch.51,True,1738158111.955,1738158124.231
itaise3202,sign_mt_v2,40853,TGT,ita,ise,39,signsuisse.lis-ch.0,False,1745830631.628,1745830655.587
