deusgg0a01,ref,20563,REF,deu,sgg,99,signsuisse.dsgs.40,False,1738144027.279,1738144045.807
deusgg0a01,sign_mt_v2,40748,TGT,deu,sgg,33,signsuisse.dsgs.40,False,1738144047.478,1738144077.591
deusgg0a01,sign_mt_v2,40985,TGT,deu,sgg,68,signsuisse.dsgs.40,False,1738144077.624,1738144115.536
deusgg0a01,sockeye,30672,TGT,deu,sgg,3,signsuisse.dsgs.40,False,1738144119.765,1738144161.648
deusgg0a01,sign_mt_v2,40739,TGT,deu,sgg,43,signsuisse.dsgs.40,False,1738144161.685,1738144189.215
deusgg0a01,sockeye,30608,TGT,deu,sgg,1,signsuisse.dsgs.40,False,1738144189.23,1738144206.36
deusgg0a01,sockeye,30762,TGT,deu,sgg,15,signsuisse.dsgs.40,False,1738144206.39,1738144238.481
deusgg0a01,sockeye,30773,TGT,deu,sgg,0,signsuisse.dsgs.40,False,1738144238.497,1738144252.4
deusgg0a01,sockeye,30553,TGT,deu,sgg,1,signsuisse.dsgs.40,False,1738144252.432,1738144269.344
deusgg0a01,sign_mt_v2,40710,TGT,deu,sgg,75,signsuisse.dsgs.40,False,1738144045.836,1738144325.37
deusgg0a01,mix,1000040,TGT,deu,sgg,10,signsuisse.dsgs.40,True,1738144269.352,1738144336.537
deusgg0a01,sign_mt_v2,40695,TGT,deu,sgg,26,signsuisse.dsgs.41,False,1738144387.938,1738144416.634
deusgg0a01,sign_mt_v2,40512,TGT,deu,sgg,35,signsuisse.dsgs.41,False,1738144416.65,1738144465.234
deusgg0a01,sign_mt_v2,40958,TGT,deu,sgg,33,signsuisse.dsgs.41,False,1738144465.264,1738144504.939
deusgg0a01,sign_mt_v2,40947,TGT,deu,sgg,25,signsuisse.dsgs.41,False,1738144504.969,1738144554.867
deusgg0a01,sockeye,30491,TGT,deu,sgg,1,signsuisse.dsgs.41,False,1738144554.898,1738144571.236
deusgg0a01,sign_mt_v2,41957,TGT,deu,sgg,32,signsuisse.dsgs.41,False,1738144571.249,1738144600.532
deusgg0a01,sign_mt_v2,40942,TGT,deu,sgg,41,signsuisse.dsgs.41,False,1738144600.545,1738144640.196
deusgg0a01,sockeye,30692,TGT,deu,sgg,4,signsuisse.dsgs.41,False,1738144640.229,1738144660.852
deusgg0a01,sign_mt_v2,40841,TGT,deu,sgg,15,signsuisse.dsgs.41,False,1738144660.881,1738144919.456
deusgg0a01,mix,1000041,TGT,deu,sgg,1,signsuisse.dsgs.41,True,1738144919.474,1738144931.598
deusgg0a01,sign_mt_v2,40766,TGT,deu,sgg,32,signsuisse.dsgs.42,False,1738144948.504,1738144967.62
deusgg0a01,sockeye,30633,TGT,deu,sgg,1,signsuisse.dsgs.42,False,1738144932.56,1738144998.829
deusgg0a01,sign_mt_v2,40731,TGT,deu,sgg,60,signsuisse.dsgs.42,False,1738144998.851,1738145027.522
